full_text,clean,Label
Work! Guys sender masih jobseeker ngekos tapi saldoku tinggal segini karena satu lain hal dan sender sangat butuh uang buat sekedar makan hari ini :( Tolong baca ini dulu https://t.co/ue68jTUPnO,work guys sender jobseeker ngekos saldo tinggal gin sender butuh uang dar makan tolong baca,Positif
anak stm pulang sekolah hobi tawuran tapi kalo mamak nelpon nyuruh makan dia bakal sorry guys gw cabut duluan mak gue nyambel https://t.co/Fi5kQR0sW5,anak stm pulang sekolah hobi tawur kalo mamak nelpon nyuruh makan sorry guys gw cabut duluan mak gue nyambel,Negatif
KAGAK GEMETER KAHHHH MAKAN SEMEJA AMA YANG MULIA https://t.co/9EDqNhRt6n,kagak gemeter kahhhh makan meja ama mulia,Negatif
Sebagai Muslim jangan sampai apa yang kita berikan kepada orang lain adalah sesuatu yang buruk bahkan kita sendiri enggan terhadapnya. Coba posisikan diri ini apakah mau menerima hal yang buruk? Jika tidak makan jangan lakukan pada orang lain. #IslamBerkemajuan #Muhammadiyah https://t.co/3dIZYMxFWq,muslim orang buruk enggan coba posisi terima buruk makan laku orang,Negatif
Makan malemnya harus enak guys karna besok SENIN.,makan malemnya enak guys karna besok senin,Positif
In this economy rada enggan coba2 yang baru. Mana jarang makan di luar. Jadi sekalinya bisa mau yang udah akrab aja. Singapore Laksa Toastbox salah satunya. Dari pesen sampe selesai makan gak perlu mikir https://t.co/QuRGIJhpjC,in this economy rada enggan coba jarang makan sekali udah akrab aja singapore laksa toastbox salah satu sen sampe selesai makan gak mikir,Negatif
250201 #CARMEN weverse post Hari ini aku makan dengan sangat baik hehe Hachu juga jangan lupa makan yang teratur ya!!! Hari ini juga sudah kerja keras banget!! Aku cinta kamu~~~ dadahhh #Hearts2Hearts #하츠투하츠 #H2H @Hearts2Hearts https://t.co/CgzKGDCnKG,weverse post makan hehe hachu lupa makan atur ya kerja keras banget cinta dadahhh ,Positif
 islamophobia agama lu mayoritas serakah terhadap kaum minoritas; warung makan saat puasa doang harus ditutup buat gak nyentil keimanan ibadah lu. agama lu juga jadi alat opresi di negara lain. apanya yg islamophobia? kocak pengen amat jadi korban persekusi di sini. https://t.co/jT3NBLC8kb,islamophobia agama lu mayoritas serakah kaum minoritas warung makan puasa doang tutup gak nyentil iman ibadah lu agama lu alat opresi negara apa yg islamophobia kocak ken korban persekusi,Negatif
 : Jayden ayo makan dulu : sebentar Matteo adek lagi roblox!!! : Jayden ayo mandi dulu : sebentar Matteo DUH BENTAR ADEK LAGI MAIN ROBLOX! : siniin ipadnya. : TIDAK! JANGAN SITA IPAD ADEK MATTEO ROBLOXNYA NANTI : aku hapus. : JANGAN ADEK MOHON https://t.co/KVoUS7LdDy,jayden ayo makan sebentar matteo adek roblox jayden ayo mandi sebentar matteo duh bentar adek main roblox siniin ipadnya sita ipad adek matteo robloxnya hapus adek mohon,Negatif
Lagi rame soal partai kanan menang gede di pemilu Jepang. Apakah rang2 orang Jepang anti asing? Anti imigran? Sedikit cerita aja ttg pengalaman gue. Suatu hari gue dan @rubahkeIabu makan siang di tengah2 survey Fukuoka untuk Kozi. Lagi makan tiba2 Ibu2 yg jaga warung nunjuk https://t.co/tIiChw2Xt9,rame partai kanan menang gede milu jepang rang orang jepang anti asing anti imigran cerita aja ttg alam gue gue makan siang survey fukuoka kozi makan yg jaga warung nunjuk,Negatif
#TIPS Hidup sehat fisik &amp; mental tuh gampang sebenernya. 1. Tidur 7 8 jam 2. Ga begadang 3. Olahraga rutin 150 menit/mgg 4. Pola makan teratur bergizi porsi cukup 5. Bisa ngelola stres adaptif 6. Cukup minum air mineral 7. Bisa meluk/dipeluk 8. Duit lancar Apa lagi? Wkwkwk,hidup sehat fisik amp mental tuh gampang sebenernya tidur jam ga begadang olahraga rutin menit mgg pola makan atur gizi porsi ngelola stres adaptif minum air mineral luk peluk duit lancar wkwkwk,Negatif
in this economy makan bubur gak cuma dapet kenyang doang tpi bisa berkesempatan dapetin Samsung Galaxy A26 udah murah bisa dapet hadiah lagi cuma di @buburhayam ye makannya gass sikat!! https://t.co/Zq23TSBWZe,in this economy makan bubur gak dapet kenyang doang tpi sempat dapetin samsung galaxy a udah murah dapet hadiah ye makan gass sikat,Positif
jujur ga tau ini kucing siapa tapi dia jadi kucing liar gitu. entah punya tetangga atau dibuang.. sekarang sering main ke rumah gara-gara dikasih makan https://t.co/g9I9dc1vKT,jujur ga tau kucing kucing liar gitu tetangga buang main rumah gara gara kasih makan,Negatif
[17s] day 2 puli ngajak temen makan puli goreng https://t.co/4YGq2LYIu0 https://t.co/XYxvm159jb,s day pul ngajak temen makan pul goreng,Positif
[ BALASAN WEVERSE ] 241011 : Jake apa yang kamu makan tadi malam?? ️ : kita makan steak dan salad : steak tulang T : itu bagus @ENHYPEN_members @ENHYPEN #ENHYPEN #엔하이픈 #JAKE https://t.co/m07bzZvYNX,balas weverse jake makan malam makan steak salad steak tulang t bagus ,Negatif
 banyak ajaran waktu kecil yang baru gua paham pas udah gede gini. contohnya alesan kita ga bole kasih keluarga kita makan dari keharaman. walaupun dikata makanan ujung nya jadi tai doang ada nilai keberkahan dalem tubuh yang dibawa sampai nanti wafat.,ajar gua paham pas udah gede gin contoh alesan ga bole kasih keluarga makan haram kata makan ujung nya tai doang nilai berkah dalem tubuh bawa wafat,Negatif
Tanyarl ada yg tau ga video full ini ttg apa? Sering bgt lewat ini ank cewek makan dambil nangis trs sblhnya ada ank cewe jg makan sambil ketawa2 https://t.co/kr3SA70v2X,tanyarl yg tau ga video full ttg bgt ank cewek makan dambil nang trs sblhnya ank cewe jg makan ketawa,Negatif
Flexing kok impressi orang lain diaku-aku punya sendiri biar dikata cenblu senior? Flexing ya kayak gini ini yang bener... Aku diet karburator tapi makan siangnya bakso https://t.co/GKPHJTP30T,flexing impressi orang dia biar kata cenblu senior flexing ya kayak gin bener diet karburator makan siang bakso,Negatif
Agak laen emang. Fokusnya cuma di perut lupa sama masa depan. Anak putus sekolah itu butuh ijazah &amp; ilmu biar bisa mandiri bukan cuma bantuan makan gratis. Tolonglah prioritaskan sekolah gratis buat mereka! https://t.co/BEhs6RxRi6,laen emang fokus perut lupa anak putus sekolah butuh ijazah amp ilmu biar mandiri bantu makan gratis tolong prioritas sekolah gratis,Positif
ini dari what if mpreg kakak-brondong waktu lagi babymoon ke jepang. waktu lagi jalan ke hotel kakak nemu tempat makan viral yang dia liat di tiktok dan tiba2 pengen banget makan disitu detik itu juga (bawaan ngidam) tp brondong lagi ribet (kayak di pict 2 + nambah 2 koper besar) https://t.co/8rJqz7g4PQ,what if mpreg kakak brondong babymoon jepang jalan hotel kakak nemu makan viral liat tiktok ken banget makan situ detik bawa ngidam tp brondong ribet kayak pict nambah koper,Negatif
 Kak aku habis makan dubai coklat lho .....Ok Tft Marshaaarrgghhh https://t.co/ZyPDi4sG5p,kak habis makan dubai coklat lho ok tft marshaaarrgghhh,Positif
Jadi bm @_AmandaBrownies gara gara lewat tl terus paling enakk makan ini sambil pantengin au percintaan @_AmandaBrownies sama @toshibatv_id https://t.co/0IIaYuY2YR,bm gara gara tl enakk makan pantengin au cinta,Negatif
 Maaf dek Makan Gratis lebih penting itu kata mereka. https://t.co/0Yvffgp1hM,maaf dek makan gratis,Positif
Semakin seru aja nih AI Ribut karena makan Rendang https://t.co/tDT0ljWPKM,seru aja nih ai ribut makan rendang,Positif
Dari pedagang es gabus jambret Sleman MBG MBG an... Kebangsatan. https://t.co/It9YRCgezm,dagang es gabus jambret sleman mbg mbg an bangsat,Negatif
Yuk.. dukung... Sejumlah pihak yang terdiri dari guru dan mahasiswa menggugat UU APBN 2026 ke MK yang memasukkan anggaran MBG ke anggaran pendidikan. Pemohon mengajukan uji materiil Undang-Undang Nomor 17 Tahun 2025 tentang APBN Tahun Anggaran 2026 ke MK Senin (26/1/2026). https://t.co/VdxBlJMphE,yuk dukung guru mahasiswa gugat uu apbn mk masuk anggar mbg anggar didik mohon aju uji materiil undang undang nomor apbn anggar mk senin,Positif
MBG-UPF-KANKER: Sebuah jalan menuju investasi sel kanker sejak dini Alih-alih menurunkan stunting MBG justru sedang memicu kanker di masa mendatang. Sudah setahun lebih kita masih bisa menemukan maraknya SPPG yang sedikan menu dalam bentuk kemasan atau juga dikenal UPF (Ultra https://t.co/d7DNbY76sB,mbg upf kanker jalan investasi sel kanker alih alih turun stunting mbg picu kanker tahun temu marak sppg dik menu bentuk kemas kenal upf ultra,Positif
Anggaran MBG ratusan triliun tapi mengapa anak-anak generasi penerus bangsa tidak bisa meneruskan pendidikan karena tidak ada biaya. Sungguh ironis !! https://t.co/D3qGDAFdSo,anggar mbg ratus triliun anak anak generasi terus bangsa terus didik biaya sungguh ironis,Negatif
Ini lho anggaran MBG yang digugat ke MK. Konstitusi mewajibkan anggaran pendidikan minimal sebesar 20% dari total APBN. Tahun ini anggaran pendidikan setara 20 01% tapi... itu termasuk MBG yang jumlahnya mencapai 223 5T. Tanpa menghitung MBG anggaran pendidikan hanya 14 2%. https://t.co/2Pij0o4wAM,lho anggar mbg gugat mk konstitusi wajib anggar didik minimal total apbn anggar didik tara mbg capai t hitung mbg anggar didik,Positif
APBN 2026: Berlari di ruang sempit. Ratio pengeluaran di APBN 2026: = 43% bunga + cicilan utang = 8.5% BGN (program MBG) = 5.9% TNI = 4.6% Polri Total = 62% Sisanya 38% buat seabreg pos lainnya. Beban bayar utang 43%!! Why? Sejak 2015 beban cicilan utang naik 13% per https://t.co/AWgbMZObGD,apbn lari ruang sempit ratio keluar apbn bunga cicil utang bgn program mbg tni polri total sisa seabreg pos beban bayar utang why beban cicil utang,Negatif
Prabowo Singgung Lagi Distribusi MBG di Sumbar dan Aceh Buktinya saya kalah di Sumatera Barat benar? Tapi tetap MBG sampai ke Sumatera Barat. Saya juga kalah di Aceh kan? Tapi tetap kami bangun Aceh habis-habisan ucapnya. https://t.co/TAuI15TtaK,prabowo singgung distribusi mbg sumbar aceh bukti kalah sumatera barat mbg sumatera barat kalah aceh bangun aceh habis habis,Negatif
Terus viralkan berita ini agar dunia tahu bahwa di Indonesia ada anak kls 4 SD bunuh diri karena ibunya tak mampu membelikan nya buku tulis dan pena Sementara pemerintah sibuk dgn program MBG nya. https://t.co/b1GRGrFjee,viralkan berita dunia indonesia anak kls sd bunuh ibu beli nya buku tulis pena perintah sibuk dgn program mbg nya,Negatif
Ustadz Abdul Somad: Kewajiban negara membuka lapangan kerja bukan memberi MBG https://t.co/2IMjYg7vXz,ustadz abdul somad wajib negara buka lapang kerja mbg,Positif
@tanyakanrl Ternyata MBG itu ga gratis ya dibayarnya pake: - sulitnya akses pendidikan layak - keracunan makanan - sulitnya nyari pekerjaan - pemulihan bencana yg lambat - non aktifnya bpjs Semoga semuanya lekas membaik hanya kepada Tuhan kita berharap.,mbg ga gratis ya bayar pake sulit akses didik layak racun makan sulit nyari kerja pulih bencana yg lambat non aktif bpjs moga lekas baik tuhan harap,Positif
Tapi bisnis MBG emang beneran bisnis yg paling menguntungkan Bayangin untung super besar dg resiko yg ditanggung orang lain Jadi berharap dihentikan sptnya mustahil Tp melakukan aksi nyata spt yg digaungkan Komjen Dharma Pongrekun barangkali bisa jadi solusi Sudah dimulai d https://t.co/8oN3OXUDAF,bisnis mbg emang beneran bisnis yg untung bayangin untung super dg resiko yg tanggung orang harap henti sptnya mustahil tp aksi nyata spt yg gaung komjen dharma pongrekun barangkali solusi d,Positif
 AAAAAAAAAAA SEBEL BGT STOP MEROMANTISASI MBG!!!!!! https://t.co/cbikWdRuqb,aaaaaaaaaaa sebel bgt stop meromantisasi mbg,Negatif
 aku bukan guru tapi ngeliat ini sedih banget orang orang pada ngeremehin kerjaan guru dan bilang gak sebanding dengan pekerja mbg ya gue tau emang pekerja mbg kudu begadang tapi ya harus banget lu bilang gitu ke seorang guru? Anak Lo gak bakal bisa sukses tanpa guru https://t.co/6hnMJxWOkI,guru ngeliat sedih banget orang orang ngeremehin kerja guru bilang gak banding kerja mbg ya gue tau emang kerja mbg kudu begadang ya banget lu bilang gitu guru anak lo gak sukses guru,Positif
susu MBG itu bukan susu. tapi minuman manis yang mengandung susu. bahkan lebih buruk lagi itu minuman manis yg rasanya seperti susu tapi tdk ada kandungan susu. BADAN GIZI jangan Ngelawak anda ya... anak2 dikash gula. https://t.co/8393YkXe6d,susu mbg susu minum manis kandung susu buruk minum manis yg susu tdk kandung susu badan gizi ngelawak ya anak dikash gula,Negatif
MBG [Makanan Beracun Gratis] tidak dihentikan malah dibiakkan padahal korban sudah berjatuhan. Padahal untuk Lansia lebih rumit: apa tahu alergi &amp; penyakitnya (diabetes asam urat ginjal dll)? Tapi karena menguntungkan (pejabat tinggi) kalau rakyat bergelimpangan ya biar! https://t.co/C630LCu6aD,mbg makan racun gratis henti biak korban jatuh lansia rumit alergi amp sakit diabetes asam urat ginjal dll untung jabat rakyat gelimpang ya biar,Negatif
2026: - Presiden menjadi zionist - IHSG anjlok - Keracunan MBG berlanjut - Anak SD bunuh diri Apa lagi yaa?,presiden zionist ihsg anjlok racun mbg lanjut anak sd bunuh yaa,Negatif
 aku mau cerita aku ada adek sepupu dia dapat susu mbg. Aku liat2 kok kandungan susu sapinya cuma 30% maaf kalau fotonya blur. Soalnya ada ortunya di dapur ngga enak kalau ketauan https://t.co/9DVEMFAjUI,cerita adek sepupu susu mbg liat kandung susu sapi maaf foto blur ortunya dapur ngga enak tau,Negatif
PLIS YANG GA KUAT JANGAN BACA! Menu MBG masih ada kotoran ayamnya https://t.co/83Li1etj18,plis ga kuat baca menu mbg kotor ayam,Negatif
China nekad buat anggaran ratusan tirliunan rupiah demi kemajuan pendidikan &amp; riset di negara tsb mknya China sangat maju Disini rela memotong anggaran pendidikan ratusan tirliun demi MBG https://t.co/7aWc8HgVnC,china nekad anggar ratus tirliunan rupiah maju didik amp riset negara tsb mknya china maju rela potong anggar didik ratus tirliun mbg,Positif
 mbg balita yang terlihat SANGAT BERGIZI kan ya? https://t.co/lmLPTReYh4,mbg balita gizi ya,Positif
 ini beneran kah? trs ada kenalan sender yg tahun lalu ikut training militer bbrp bulan trs jd tugas mbg itu kerjanya apa ya? sumpah ini negara semakin rumit cari kerjaan semakin sulit pemilu kurang brp lama lagi guys?? https://t.co/VFnYjZMBkc,beneran kah trs kenal sender yg training militer bbrp trs jd tugas mbg kerja ya sumpah negara rumit cari kerja sulit milu brp guys,Positif
Pemerintah kontol MBG kontol sawit kontol hilirisasi nikel kontol zionis kontol dewasa kontol cinta-cintaan kontol mobile legends kontol,perintah kontol mbg kontol sawit kontol hilir nikel kontol zionis kontol dewasa kontol cinta cinta kontol mobile legends kontol,Negatif
-STAR KENALIN THIS IS MY MBG (MY BOYNEXTDOOR GUE) sumpah enih grup gacor abiez dengerin deh live performances nya selalu juara ️‍ https://t.co/bZw0crczg9,star kenalin this is my mbg my boynextdoor gue sumpah enih grup gacor abiez dengerin deh live performances nya juara,Positif
Kalo katering biasa menyebabkan puluhan keracunan pasti pemilik katering udah jadi tersangka dan ditahan Kalo MBG meski sudah puluhan ribu yg keracunan tak satupun ada yg jadi tersangka apalagi ditahan https://t.co/A6Mk9xT3Q4,kalo katering sebab puluh racun milik katering udah sangka tahan kalo mbg puluh ribu yg racun satu yg sangka tahan,Positif
Kelompok Gen Z merasa puas dengan program MBG. Lembaga Indikator Politik Indonesia merilis hasil survei terbaru tentang kepuasan publik terhadap program unggulan Presiden Prabowo Subianto Makan Bergizi Gratis (MBG). Mayoritas masyarakat puas dengan program prioritas MBG. https://t.co/PJNSlP0uSS,kelompok gen z puas program mbg lembaga indikator politik indonesia rilis hasil survei baru puas publik program unggul presiden prabowo subianto makan gizi gratis mbg mayoritas masyarakat puas program prioritas mbg,Positif
Kegagalan kolektif dari negara. Benahi. Jangan malah lempar tanggung jawab. Yang lain sentralistik giliran gini baru lempar ke daerah Izin tambang pemilu MBG kebijakan agraria retret Kepala Daerah dan lain sebagainya disentralistik ke pusat Giliran tragedi kemanusiaan https://t.co/hIGZxsQGbv,gagal kolektif negara benah lempar tanggung sentralistik gilir gin lempar daerah izin tambang milu mbg bijak agraria retret kepala daerah disentralistik pusat gilir tragedi manusia,Negatif
Dia kasih buku dan pena gratis dananya dari kantong pribadi. Presiden @prabowo kasih MBG dananya dari APBN. Jauh lebih mulia dia daripada presiden. https://t.co/aVI9W9EN8m,kasih buku pena gratis dana kantong pribadi presiden kasih mbg dana apbn mulia presiden,Positif
Prabowo bangga bilang MBG sudah ciptakan 1 juta lapangan kerja. Pertanyaannya sederhana tapi sensitif: Lapangan kerja untuk siapa? Rakyat luas? Atau lingkaran yang kebagian dapur vendor dan proyek? Karena sejauh ini yang transparan cuma klaimnya bukan datanya. https://t.co/r0k3XHpprS,prabowo bangga bilang mbg cipta juta lapang kerja tanya sederhana sensitif lapang kerja rakyat luas lingkar bagi dapur vendor proyek transparan klaim data,Positif
Dapur embege agar dikatakan ideal dan layak untuk beroperasi setidak-tidaknya harus mengantong sertifikat berikut: 1. SLHS dari Dinkes 2. Sertifikat Halal MUI 3. Sertifikat HACCP 4. Sertifikat K3 Kalo ga ada salah satunya yaa belum pantas untuk beroperasi. Tapi...? https://t.co/sSy2rgq1ZF,dapur embege ideal layak operasi tidak tidak kantong sertifikat slhs dinkes sertifikat halal mui sertifikat haccp sertifikat k kalo ga salah satu yaa operasi,Positif
@ardisatriawan Dr kasus ini kita baru tahu sekolahnya pun belum menerima MBG. Pdhl di Kota2 besar sudah merata hingga mengorbankan anggaran lainnya. Tapi yg benar2 membutuhkan belum kena sentuh. Ban***t kalian. MBG diadakan buat apa sih? Harusnya utk yg seperti ini tp kenyataannya koq tidak https://t.co/oGEvbpgfrC,dr sekolah terima mbg pdhl kota rata korban anggar yg butuh kena sentuh ban t mbg ada sih utk yg tp nyata koq,Negatif
 karena adek aku lagi puasa jadi MBG-nya dibekel ke rumah dan lihat isinya. burger apaan coba ini dan dimana letak bergizinya??? btw adek aku masih SD yaa jadi ini MBG buat anak SD (demi gaada dikurang-kurangin isinya ) https://t.co/mLL7wwkmOn,adek puasa mbg nya bekel rumah lihat isi burger coba mana letak gizi btw adek sd yaa mbg anak sd gaada kurang rangin isi,Negatif
Permintaan sayur ke MBG makin hari makin ngeeriii. 4 greenhouse buat suplai 1 sppg saja masih kembang-kempis nambah greenhouse lagi gimana yaaa? https://t.co/hUIrSomXJX,minta sayur mbg ngeeriii greenhouse suplai sppg kembang kempis nambah greenhouse gimana yaaa,Positif
Mengirim MBG yang belum tentu bergizi lebih penting daripada mengirim guru mendidik anak bangsa. https://t.co/udezRPjBqz,kirim mbg gizi kirim guru didik anak bangsa,Positif
Akutu penasaran yang kerja di MBG tu pernah masak di rumah nggak sih buat anaknya atau buat diri sendiri? Bikin menu kek gini buat anak TK-SD kan nggak susah sih. Bentukan masakan kalian tu kek nggak layak konsumsi tau nggak. https://t.co/jxTzuGjo81,akutu penasaran kerja mbg tu masak rumah nggak sih anak bikin menu kek gin anak tk sd nggak susah sih bentuk masakan tu kek nggak layak konsumsi tau nggak,Negatif
Semoga menjadi perhatian pemerintah/BGN yang akan mengangkat puluhan ribu pekerja dapur untuk MBG menjadi ASN - bandingkan dg nasib guru honorer seperti ini https://t.co/AeQW0OhPjP,moga perhati perintah bgn angkat puluh ribu kerja dapur mbg asn banding dg nasib guru honorer,Positif
Anak SD NTT yang Bunuh Diri Harus Bayar Uang Sekolah Rp1 2 Juta.. Ga sanggup bayar malah dikasih MBG https://t.co/wT5AF8bwIu,anak sd ntt bunuh bayar uang sekolah rp juta ga sanggup bayar kasih mbg,Positif
Sejumlah wali murid protes hingga menolak MBG ini di karenakan menunya ngga ada proteinnya https://t.co/8E5DvM3oU4,wali murid protes tolak mbg karena menu ngga protein,Negatif
Ketika MBG dipaksakan tetap jalan siswa SD ada yg bunuh diri gegara tak punya uang buat beli buku dan alat tulis https://t.co/2zLXvDsztR,mbg paksa jalan siswa sd yg bunuh gegara uang beli buku alat tulis,Negatif
 Filer MBG? Duit negara dipake buat ginian? Bukannya dipake buat benerin programnya yg masih berantakan malah dipake buat efek filter anj https://t.co/KJSV8nBv34,filer mbg duit negara dipake ginian dipake benerin program yg beranta dipake efek filter anj,Positif
MBG dan coretax adalah sebuah kegagalan pemerintah. Daritadi ngerjain eror terus astaga. Siapa yg punya ide buat coretax bikin kerjaan numpuk ,mbg coretax gagal perintah daritadi ngerjain eror astaga yg ide coretax bikin kerja numpuk,Negatif
*me and nyokap ngomongin korban banjir yg belum pulih dan MBG yg ngabisin anggaran triliunan* ponakan gue umur 5 thn : kenapa MBG nya ga buat korban banjir aja? ANAK UMUR 5 TAHUN AJA NYAMPE LOH NALARNYA.,me and nyokap ngomongin korban banjir yg pulih mbg yg ngabisin anggar triliun ponakan gue umur thn mbg nya ga korban banjir aja anak umur aja nyampe loh nalar,Negatif
Menu MBG untuk balita diprotes sejumlah orang tua. Ada yang dapat menu basi ada juga yang dapat makanan ultraproses (UPF) dan tinggi gula. Menurut pemantauan Ahli gizi Tan Shot Yen menu-menu MBG balita yang dia temukan juga tidak sesuai kaidah pemberian makanan bayi dan anak. https://t.co/Nl1XlndWrY,menu mbg balita protes orang tua menu basi makan ultraproses upf gula pantau ahli gizi tan shot yen menu menu mbg balita temu sesuai kaidah beri makan bayi anak,Negatif
️TRIGGER WARNING️ Bukan hanya menu² jelek dan gak bergizi aja menurut laporan yg kami himpun dapur² embege / SPPG ternyata jg turut menghasilkan kasus-kasus jorok lain di antaranya: perselingkuhan pelecehan seksual perzinahan dengan konsen dan tanpa konsen. Muntahh!!,trigger warning menu jelek gak gizi aja lapor yg himpun dapur embege sppg jg hasil jorok selingkuh leceh seksual perzinahan konsen konsen muntahh,Negatif
Hanya perlu 5.5 T saja untuk menjamin 11 juta peserta PBI ini selama setahun kepersetaan BPJS Kesehatan hanya setara 3 hari biaya MBG,t jamin juta serta pbi tahun seta bpjs sehat tara biaya mbg,Positif
Seorang anak SD di NTT mengakhiri hidup setelah tidak mampu membeli buku tulis dan pena untuk sekolah. Tragedi ini menunjukkan bahwa masih ada anak yang menghadapi pendidikan dengan beban ekonomi yang seharusnya tidak ia tanggung sendiri. #MBG #Pendidikan #Watchdoc https://t.co/UxCuIk3XRb,anak sd ntt hidup beli buku tulis pena sekolah tragedi anak hadap didik beban ekonomi tanggung,Negatif
Menyerang sumber pangan air atau fasilitas sipil adalah kejahatan perang. Tapi yang dilakukan rezim militeristik Prabowo justru menjadikan sentra-sentra pangan dari sawah food estate sampai dapur MBG jadi urusan tentara sehingga bisa dianggap target militer. https://t.co/btVfqmYZv4,serang sumber pangan air fasilitas sipil jahat perang rezim militeristik prabowo jadi sentra sentra pangan sawah food estate dapur mbg urus tentara anggap target militer,Negatif
Seandainya yang keracunan MBG hanya 1 sj diseluruh Indonesia tp yg keracunan itu anaknya Bupati Loteng (Lombok Tengah) apakah bupatinya akan ngomong bgitu? https://t.co/eRxwbUHcqd,anda racun mbg sj seluruh indonesia tp yg racun anak bupati loteng lombok bupati ngomong bgitu,Negatif
SPPG yang menunya jelek dan nggak sesuai sama panduan isi piringku / gizi seimbang bakal tak upload di sini tanpa nyensor nama SPPGnya. Gah men aku kon tunduk karo pencemaran nama baik. Koe-koe wae mengancam nyawa siswa-siswa wani dan pede o!,sppg menu jelek nggak sesuai pandu isi piring gizi imbang upload nyensor nama sppgnya gah men kon tunduk karo cemar nama koe koe wae ancam nyawa siswa siswa wani pede o,Positif
Kok ada orang orang kurang ajar yang tega mencelakakan anak anak sekolah . Roti yang di bagikan sebagai salah satu MBG di SMPN 31 Palembang ternyata sudah kadaluarsa . Tapi di tutupi lebel baru sehingga tidak terlihat . Sejumlah siswa mengeluh sakit perut muntah dan mual https://t.co/YcfnzJkH88,orang orang ajar tega celaka anak anak sekolah roti bagi salah mbg smpn palembang kadaluarsa tutup lebel siswa keluh sakit perut muntah mual,Negatif
JUMLAH KORBAN KERACUNAN MBG SELAMA JANUARI 2026 Dan belum ada yang di jadikan tersangka https://t.co/6WHK4OheRO,korban racun mbg januari jadi sangka,Negatif
 Peneman kalo lagi makan suka banget nonton konten beginian tapi makin ditonton bikin gua makin memaki² pemerintah Indonesia karena MBG tak seindah ini https://t.co/7J8PyWLzl7,tem kalo makan suka banget nonton konten tonton bikin gua maki perintah indonesia mbg indah,Negatif
Temen2 mending fokus sama anak2 yang udah banyak keracunan MBG anak yang meninggal karna gabisa beli buku dan pena saudara2 pasca banjir yang ada di Sumatra deh ,temen mending fokus anak udah racun mbg anak tinggal karna gabisa beli buku pena saudara pasca banjir sumatra deh,Negatif
GILA! SPPG memberi roti kadaluwarsa sebagai MBG kepada siswa SMPN 31 Sumsel demi cuan Suasana sekolah berubah menjadi kepanikan hanya 15 menit setelah para siswa menyantap MBG Usut punya usut ternyata label kadaluwarsa pada roti ditutup oleh pihak SPPG https://t.co/SaeUdNW5qI,gila sppg roti kadaluwarsa mbg siswa smpn sumsel cuan suasana sekolah ubah panik menit siswa santap mbg usut usut label kadaluwarsa roti tutup sppg,Positif
kalian tau ga guys sekolah tempat sender ngajar mbg nya diberhentikan sementara karna apa? yap uangnya gaada kata gue ini bpjs udh ada yg diberhentikan tp uang mbg ttp kaga turun ceritanye bagaimana. emg bener stop ajalah anying https://t.co/TkBllwVjR9,tau ga guys sekolah sender ngajar mbg nya henti karna yap uang gaada gue bpjs udh yg henti tp uang mbg ttp kaga turun ceritanye emg bener stop aja anying,Negatif
Cerita di Balik Keracunan MBG Massal di SMA 2 Kudus Terselip Ancaman dan Paksaan untuk Pihak Sekolah Dalam proses perpindahan SPPG Yayasan Srikandi Glantengan ke SPPG Purwosari ini beredar kabar adanya tekanan dari sejumlah pihak. Tragedi keracunan massal usai menyantap https://t.co/bstWeOlPTQ,cerita racun mbg massal sma kudus selip ancam paksa sekolah proses pindah sppg yayasan srikandi glantengan sppg purwosari edar kabar tekan tragedi racun massal santap,Positif
Di dalam negeri: membunuh rakyat lewat MBG food estate dan kebijakan korup lainnya. Di luar negeri: sumbang uang ke badan internasional untuk membunuh rakyat Palestina. Mau heran tapi rekam jejak memberitahukan bahwa dia memang pembunuh ,negeri bunuh rakyat mbg food estate bijak korup negeri sumbang uang badan internasional bunuh rakyat palestina heran rekam jejak memberitahukan bunuh,Negatif
Negara gagal melindungi anak.... andai uang MBG Rp 1 2 Triliun per hari itu fokus untuk warga miskin tentu lebih tepat sasaran https://t.co/jGVlR7KJMj https://t.co/sTm7UMWTJw,negara gagal lindung anak andai uang mbg rp triliun fokus warga miskin sasar,Negatif
MBG lagi lagi-lagi MBG!! Orang tua murid SD di Jember dibuat resah setelah mendapati menu MBG yang dibawa pulang anaknya mengandung belatung pada potongan daging ayam. Dalam sebuah video yang beredar terlihat jelas belatung berukuran kecil masih hidup dan bergerak di https://t.co/XztneAIAwe,mbg mbg orang tua murid sd jember resah dapat menu mbg bawa pulang anak kandung belatung potong daging ayam video edar belatung ukur hidup gerak,Negatif
Viral Ibu-ibu FB Pro Bongkar Dugaan Korupsi MBG terkait Pembagian MBG Balita di Luwung Kencana Blok Kertawinangun Cirebon. Ibu ini menyoroti porsi dan kualitas MBG yang dinilai tidak sesuai. Ia berharp ke depan ada perbaikan dalam pengelolaan. https://t.co/Ki9O0wixgF,viral fb pro bongkar duga korupsi mbg kait bagi mbg balita luwung kencana blok kertawinangun cirebon sorot porsi kualitas mbg nilai sesuai berharp baik kelola,Positif
Program MBG adalah program merongrong APBN rame-rame dan nuansa korupsinya kental sekali. https://t.co/HoqeXH5BeE,program mbg program rongrong apbn rame rame nuansa korupsi kental,Negatif
